SUB_REGISTER,MODE,REGISTER,FILE_ID,KWIC,LEMMA_BrE,VARIABLE,KWIC2,VARIANT,PERIOD,FEAT
PTEC,Printed,Popular,H1PTec_21.txt,industrial enterprises or started joint ventures in the Netherlands since 1945 . In talking about ,industrialise,industrialisation,"in developing countries , the size of the national market may be a serious ",BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_21.txt,"Some problems of Industrialisation By TONY O. OSAGIE Business and Industrial Consultant , Benin City ",industrialise,industrialisation,is an important factor in economic growth and independence . A country determined to ,BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_21.txt,The arguments generally advanced are that is it often cheaper to make it ; staring ,industrialise,industrialisation,"with heavy industries often leads to heavy losses , apart from making heavy demands ",BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_21.txt,"potential national like ours is too clear , especially if it is remembered that most ",industrialise,industrialisation,plans are based on an inventory of the countrys natural resources at least . ,BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_21.txt,"production . NIGERIAN OBSERVER , Wednesday , August 4 , 1971 Some problems of ",industrialise,industrialisation,"By TONY O. OSAGIE Business and Industrial Consultant , Benin City Industrialisation is an ",BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_29.txt,their rich agricultural cash crops either by rail or otherwise to the rich urban and ,industrialise,industrialized,areas of the country . On very many occasions the working class members and ,AME,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_30.txt,as high a degree of industrialization as is possible . No one believes that complete ,industrialise,industrialisation,"does not come overnight . At the same time , the need and ability ",BRE,HiCE1 (1960-1979),ISE/IZE
PTEC,Printed,Popular,H1PTec_30.txt,mechanisation equal prominence is given to the need to encourage as high a degree of ,industrialise,industrialization,as is possible . No one believes that complete industrialisation does not come overnight ,AME,HiCE1 (1960-1979),ISE/IZE
ADM,Printed,Instructional,H2Adm_14.txt,food sufficiency and the provision of major raw materials ; ( vii ) a full-fledged ,industrialise,industrialisation,programme based largely on local raw materials input for enhancement of the exportation of ,BRE,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_15.txt,". West Germany , among the OECD countries ( the economic grouping of the Western ",industrialise,industrialised,nations ) has been characterised as the 'silent opponent of the Southern proposals for ,BRE,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_15.txt,"The only limiting factor , this reasoning suggests , is the manifest reluctance of the ",industrialise,industrialised,nations to make the necessary technology available to the South . On this basis ,BRE,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_15.txt,"official development assistance , far short of the 0.7 per cent target pledged by the ",industrialise,industrialized,nations at the start of the first U.N . Development Decade . The West ,AME,HiCE2 (1980-1999),ISE/IZE
ADM,Printed,Instructional,H2Adm_18.txt,"textiles , steel , ship building etc. , are threatened by competition from the newly ",industrialise,industrialised,"countries ( NICs ) , The alternative is to turn to high technology products ",BRE,HiCE2 (1980-1999),ISE/IZE
AHUM,Printed,Academic,H2Ahum_05.txt,of Europe . Egypt under Mohammed All and Ibrahim was further along the road to ,industrialise,industrialisation,"than many parts of Europe . Colonial rule came to abort , rather than ",BRE,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_01.txt,Cheap agricultural produce rather than process or manufacture locally : Colonialism witnessed little or no ,industrialise,industrialisation,"in Nigeria . Dr Pius Okigbo , in a lecture to the Nigerian Economic ",BRE,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_01.txt,"Nigerian Economic Society in Plateau State in 1985 , said that Nigeria 's effort at ",industrialise,industrialisation,began in the early 1950s . He points out that the immediate inspiration for ,BRE,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_11.txt,; the quest for foreign aid ; the adoption of the import substitution strategy of ,industrialise,industrialisation,; the indigenisation of control of the economy ; he rise and fall of ,BRE,HiCE2 (1980-1999),ISE/IZE
ASSC,Printed,Academic,H2ASsc_20.txt,"expropriating classes of Britain , Russia , Germany , and Japan during their period of ",industrialise,industralization,"( p. 285 ) . And in terms of development , he noted that ",AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_04.txt,. The existing latent demand throughout Nigeria for electrical power and the programme for rapid ,industrialise,industrialization,will require the completion of major new power stations at the rate of one ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,"So far African economies have been developed to respond to the needs of developed , ",industrialise,industrialised,countries ; the region is still a primary producer of raw materials for the ,BRE,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,raw materials in Africa has continued to be undertaken for the export markets in the ,industrialise,industrialised,countries which in turn have utilized African raw materials as inputs in their industrial ,BRE,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,"principal agents of development . It has for a long time now , recognized that ",industrialise,industrialization,is the main springboard of African development . The new strategy for African development ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,level of technological and skills development in the natural resource exploitation industry . African 's ,industrialise,industrialization,has been inhibited also by a lack of capital for the establishment of capital ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,capital for the establishment of capital goods industries which are the bedrock of any meaningful ,industrialise,industrialization,venture . But much more than the lack industrialization venture . But much more ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,are the bedrock of any meaningful industrialization venture . But much more than the lack ,industrialise,industrialization,"venture . But much more than the lack of capital , is the constraint ",AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,"of Lagos adopted in April , 1980 , has called for the adoption of national ",industrialise,industrialization,measures . These would involve the establishment of backward linkages with natural resources exploitation ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_14.txt,", mainly to meet the economic and industrial development needs of the already developed and ",industrialise,industrialized,world . This has been the primary condition for sustained underdevelopment prevalent in the ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_15.txt,goods for the Nigerian public using locally developed raw materials may affect our rate of ,industrialise,industrialization,and perhaps our consumption pattern . But it will be worth our while borrowing ,AME,HiCE2 (1980-1999),ISE/IZE
ATEC,Printed,Academic,H2ATec_17.txt,) the occasional overflowing of the ocean into the land . Lagos is a highly ,industrialise,industrialised,city but few if any industries have a proper system of disposal of their ,BRE,HiCE2 (1980-1999),ISE/IZE
ED,Printed,Persuasive,H2Ed_28.txt,"it should also be a lesson . Although many EU member-countries boast of well-developed , ",industrialise,industrialised,"economies , many of them are still finding it difficult to meet the conditions ",BRE,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_21.txt,recorded and abysmally low revenue result arising from her : - Very low level of ,industrialise,industrialization,; - Poor infrastructural facilities ; - High dependence on Federation Account disbursement ; ,AME,HiCE2 (1980-1999),ISE/IZE
ESS,Non-printed,Student,H2Ess_24.txt,"citizen at present is to create EPZs , virtually in every state that has been ",industrialise,industrialised,and aimed at exporting a proportion of his final goods to ease the problem ,BRE,HiCE2 (1980-1999),ISE/IZE
PHUM,Printed,Popular,H2Phum_17.txt,to accelerate industrial production . This in turn caused a displacement of productive labour in ,industrialise,industrialised,centres . In earlier epoch this process created jazz in America and calypso in ,BRE,HiCE2 (1980-1999),ISE/IZE
PSSC,Printed,Popular,H2PSsc_03.txt,root because high on the list of national priorities of developing African countries is rapid ,industrialise,industrialisation,"and modernisation , which create the very evils that socialism emerged to eradicate . ",BRE,HiCE2 (1980-1999),ISE/IZE
PSSC,Printed,Popular,H2PSsc_08.txt,"the U.K. Minister for Trade in a major policy statement declared : "" The newly ",industrialise,industrialized,countries have had for sometime a special regime which takes account of their economic ,AME,HiCE2 (1980-1999),ISE/IZE
PSSC,Printed,Popular,H2PSsc_22.txt,to learn from experience and make amends and do away with the neo-colonial hold of ,industrialise,industrialised,nations over its economy . He attributed the lack of political stability to the ,BRE,HiCE2 (1980-1999),ISE/IZE
PTEC,Printed,Popular,H2PTec_15.txt,harps on the immense disparity in the availability and quality of communications service between the ,industrialise,industrialized,countries and the developing world . While developing countries account for 20 per cent ,AME,HiCE2 (1980-1999),ISE/IZE
PTEC,Printed,Popular,H2PTec_25.txt,"Development ( ii ) Technologies for Integrated Rural Development , ( iii ) Industries and ",industrialise,industrialisation,( iv ) Transport and the Environment and ( v ) Energy and Communication ,BRE,HiCE2 (1980-1999),ISE/IZE
PTEC,Printed,Popular,H2PTec_25.txt,"the changing circumstance of the Nigerian economy , adding that the emphasis had shifted towards ",industrialise,industrialisation," . And he went on to announce that , in recognition of this ",BRE,HiCE2 (1980-1999),ISE/IZE
PSSC,Printed,Popular,PSsc_06.txt,"a womans lifetime is one in 76 , compared with one in 8,000 in the ",industrialise,industrialised,world . Most maternal deaths are avoidable . A key to avoiding them is ,BRE,ICEw (2000s),ISE/IZE
PHUM,Printed,Popular,H2Phum_35.txt,against humanity sourced their gratification in the use of horsewhip against the civil populace to ,instil,instill,"fear and enforce compliance , obedience and correction . Thus taking laws into their ",AME,HiCE2 (1980-1999),L/LL
PR,Printed,Reportage,H2Pr_103.txt,"of NIA , Chief Funmi Adeyemi stated that the association believed that insurance companies must ",instil,instill,confidence in the people . Chief Adeyemi disclosed that the NIA council has directed ,AME,HiCE2 (1980-1999),L/LL
PSSC,Printed,Popular,H2PSsc_33.txt,"decrees . Under Buhari , there was a clear fascist programme by the state to ",instil,instill,"a culture of fear among the people in general and workers in particular , ",AME,HiCE2 (1980-1999),L/LL
PTEC,Printed,Popular,H2PTec_13.txt,teachers and the provision of facilities for education . Much as we know that there ,instil,instill,"room for further development on all these indices , we ask the crucial question ",AME,HiCE2 (1980-1999),L/LL
AHUM,Printed,Academic,AHum_04.txt,put in place required machinery and resources to implement the various recommendations and proposals to ,institutionalise,institutionalise,"virile National Open and Distance Learning Programmes in the Country , this submission being ",BRE,ICEw (2000s),ISE/IZE
AHUM,Printed,Academic,H1Ahum_12.txt,attendant consequences . This factor seems far more important than the point that English was ,institutionalise,institutionalized,in the country because it was the language of commerce and trade . For ,AME,HiCE1 (1960-1979),ISE/IZE
AHUM,Printed,Academic,H2Ahum_05.txt,be ernphasised is that the apartheid system was ( or is ? ) only an ,institutionalise,institutionalisation,and concentration of practices that underlay the colonial systems in other places . In ,BRE,HiCE2 (1980-1999),ISE/IZE
AHUM,Printed,Academic,H2Ahum_09.txt,", it is impossible to carry out large-scale , and sustained economic planning without an ",institutionalise,institutionalisation,"of political decision-making that includes a certain permanency , and that can overrule particularistic ",BRE,HiCE2 (1980-1999),ISE/IZE
PHUM,Printed,Popular,H2Phum_35.txt,barbaric object invented for the animals . But the slavery institution of the 17th century ,institutionalise,institutionalized,"the use of horsewhip for human beings . Then , about 100 million Africans ",AME,HiCE2 (1980-1999),ISE/IZE
